ticks,inventory-position,ss-position,cost,revenue,profit,shortage-cost-now,shortage-amount,common-demand,disruption,total-reservation-quantity
0,0,0,109236,4900,-104336,0,0,98,false,872
1,0,0,109236,10050,-99186,0,4,107,false,872
2,0,0,109236,14900,-94336,0,0,97,false,872
3,0,0,109236,19950,-89286,0,0,101,false,872
4,0,0,109236,24350,-84886,0,0,88,false,872
5,0,0,109236,29400,-79836,0,0,101,false,872
6,0,0,109236,34450,-74786,0,0,101,false,872
7,0,0,109236,39600,-69636,0,10,113,false,872
8,0,0,109236,44600,-64636,0,0,100,false,872
9,0,0,109236,49750,-59486,0,1,104,false,872
10,0,0,109236,54600,-54636,0,0,97,false,872
11,0,0,109236,59250,-49986,0,0,93,false,872
12,0,0,109236,63600,-45636,0,0,87,false,872
13,0,0,109236,68750,-40486,0,2,105,false,872
14,0,0,109236,73250,-35986,0,0,90,false,872
15,0,0,109236,78400,-30836,0,17,120,false,872
16,0,0,109236,83550,-25686,0,3,106,false,872
17,0,0,109236,88700,-20536,0,5,108,false,872
18,0,0,109236,93850,-15386,0,8,111,false,872
19,0,0,109236,98150,-11086,0,0,86,false,872
20,0,0,109236,103300,-5936,0,4,107,false,872
21,0,0,109236,107900,-1336,0,0,92,false,872
22,0,0,109236,112900,3664,0,0,100,false,872
23,0,0,109236,117700,8464,0,0,96,false,872
24,0,0,109236,122850,13614,0,0,103,false,872
25,0,0,109236,128000,18764,0,18,121,false,872
26,0,0,109236,132600,23364,0,0,92,false,872
27,0,0,109236,137750,28514,0,5,108,false,872
28,0,0,109236,142350,33114,0,0,92,false,872
29,0,0,109236,145900,36664,0,0,71,false,872
30,0,0,109236,149750,40514,0,0,77,false,872
31,0,0,109236,154900,45664,0,4,107,false,872
32,0,0,109236,159450,50214,0,0,91,false,872
33,0,0,109236,164500,55264,0,0,101,false,872
34,0,0,109236,169450,60214,0,0,99,false,872
35,0,0,109236,174600,65364,0,6,109,false,872
36,0,0,109236,178850,69614,0,0,85,false,872
37,0,0,109236,183450,74214,0,0,92,false,872
38,0,0,109236,188600,79364,0,10,113,false,872
39,0,0,109236,192950,83714,0,0,87,false,872
40,0,0,109236,197800,88564,0,0,97,false,872
41,0,0,109236,202950,93714,0,3,106,false,872
42,0,0,109236,207550,98314,0,0,92,false,872
43,0,0,109236,212700,103464,0,1,104,false,872
44,0,0,109236,217000,107764,0,0,86,false,872
45,0,0,109236,221300,112064,0,0,86,false,872
46,0,0,109236,226000,116764,0,0,94,false,872
47,0,0,109236,231150,121914,0,7,110,false,872
48,0,0,109236,235750,126514,0,0,92,false,872
49,0,0,109236,240900,131664,0,7,110,false,872
50,0,0,109236,246050,136814,0,3,106,false,872
51,0,0,109236,250950,141714,0,0,98,false,872
52,0,0,218472,255950,37478,0,0,100,false,872
53,0,0,218472,261050,42578,0,0,102,false,872
54,0,0,218472,265650,47178,0,0,92,false,872
55,0,0,218472,270800,52328,0,2,105,false,872
56,0,0,218472,275700,57228,0,0,98,false,872
57,0,0,218472,280850,62378,0,4,107,false,872
58,0,0,218472,286000,67528,0,5,108,false,872
59,0,0,218472,291100,72628,0,0,102,false,872
60,0,0,218472,295950,77478,0,0,97,false,872
61,0,0,218472,299600,81128,0,0,73,false,872
62,0,0,218472,304750,86278,0,22,125,false,872
63,0,0,218472,309200,90728,0,0,89,false,872
64,0,0,218472,313900,95428,0,0,94,false,872
65,0,0,218472,319050,100578,0,4,107,false,872
66,0,0,218472,323950,105478,0,0,98,false,872
67,0,0,218472,328250,109778,0,0,86,false,872
68,0,0,218472,333400,114928,0,4,107,false,872
69,0,0,218472,338200,119728,0,0,96,false,872
70,0,0,218472,342600,124128,0,0,88,false,872
71,0,0,218472,346300,127828,0,0,74,false,872
72,0,0,218472,350550,132078,0,0,85,false,872
73,0,0,218472,355650,137178,0,0,102,false,872
74,0,0,218472,360450,141978,0,0,96,false,872
75,0,0,218472,365600,147128,0,2,105,false,872
76,0,0,218472,370650,152178,0,0,101,false,872
77,0,0,218472,375800,157328,0,2,105,false,872
78,0,0,218472,380700,162228,0,0,98,false,872
79,0,0,218472,385850,167378,0,18,121,false,872
80,0,0,218472,390150,171678,0,0,86,false,872
81,0,0,218472,395100,176628,0,0,99,false,872
82,0,0,218472,399250,180778,0,0,83,false,872
83,0,0,218472,403500,185028,0,0,85,false,872
84,0,0,218472,408250,189778,0,0,95,false,872
85,0,0,218472,412550,194078,0,0,86,false,872
86,0,0,218472,417050,198578,0,0,90,false,872
87,0,0,218472,421100,202628,0,0,81,false,872
88,0,0,218472,425350,206878,0,0,85,false,872
89,0,0,218472,430500,212028,0,12,115,false,872
90,0,0,218472,434400,215928,0,0,78,false,872
91,0,0,218472,438150,219678,0,0,75,false,872
92,0,0,218472,443300,224828,0,7,110,false,872
93,0,0,218472,447850,229378,0,0,91,false,872
94,0,0,218472,452450,233978,0,0,92,false,872
95,0,0,218472,457600,239128,0,6,109,false,872
96,0,0,218472,462750,244278,0,0,103,false,872
97,0,0,218472,467550,249078,0,0,96,false,872
98,0,0,218472,472700,254228,0,2,105,false,872
99,0,0,218472,477250,258778,0,0,91,false,872
100,0,0,218472,481850,263378,0,0,92,false,872
101,0,0,218472,485800,267328,0,0,79,false,872
102,0,0,218472,490950,272478,0,10,113,false,872
103,0,0,218472,496100,277628,0,0,103,false,872
104,0,0,327708,501250,173542,0,10,113,false,872
105,0,0,327708,506300,178592,0,0,101,false,872
106,0,0,327708,510600,182892,0,0,86,false,872
107,0,0,327708,514900,187192,0,0,86,false,872
108,0,0,327708,519300,191592,0,0,88,false,872
109,0,0,327708,524050,196342,0,0,95,false,872
110,0,0,327708,529200,201492,0,3,106,false,872
111,0,0,327708,534250,206542,0,0,101,false,872
112,0,0,327708,539400,211692,0,2,105,false,872
113,0,0,327708,544550,216842,0,4,107,false,872
114,0,0,327708,548700,220992,0,0,83,false,872
115,0,0,327708,553450,225742,0,0,95,false,872
116,0,0,327708,558000,230292,0,0,91,false,872
117,0,0,327708,563150,235442,0,2,105,false,872
118,0,0,327708,568300,240592,0,6,109,false,872
119,0,0,327708,573450,245742,0,9,112,false,872
120,0,0,327708,578500,250792,0,0,101,false,872
121,0,0,327708,583250,255542,0,0,95,false,872
122,0,0,327708,588400,260692,0,20,123,false,872
123,0,0,327708,593100,265392,0,0,94,false,872
124,0,0,327708,597950,270242,0,0,97,false,872
125,0,0,327708,602350,274642,0,0,88,false,872
126,0,0,327708,607500,279792,0,6,109,false,872
127,0,0,327708,611850,284142,0,0,87,false,872
128,0,0,327708,617000,289292,0,2,105,false,872
129,0,0,327708,621850,294142,0,0,97,false,872
130,0,0,327708,627000,299292,0,0,103,false,872
131,0,0,327708,631450,303742,0,0,89,false,872
132,0,0,327708,636600,308892,0,0,103,false,872
133,0,0,327708,641350,313642,0,0,95,false,872
134,0,0,327708,646000,318292,0,0,93,false,872
135,0,0,327708,651150,323442,0,8,111,false,872
136,0,0,327708,656300,328592,0,2,105,false,872
137,0,0,327708,661250,333542,0,0,99,false,872
138,0,0,327708,666400,338692,0,2,105,false,872
139,0,0,327708,671400,343692,0,0,100,false,872
140,0,0,327708,676550,348842,0,10,113,false,872
141,0,0,327708,681700,353992,0,6,109,false,872
142,0,0,327708,686250,358542,0,0,91,false,872
143,0,0,327708,691400,363692,0,10,113,false,872
144,0,0,327708,696550,368842,0,2,105,false,872
145,0,0,327708,701700,373992,0,1,104,false,872
146,0,0,327708,706850,379142,0,8,111,false,872
147,0,0,327708,711250,383542,0,0,88,false,872
148,0,0,327708,716400,388692,0,0,103,false,872
149,0,0,327708,721550,393842,0,2,105,false,872
150,0,0,327708,726150,398442,0,0,92,false,872
151,0,0,327708,729750,402042,0,0,72,false,872
152,0,0,327708,734900,407192,0,3,106,false,872
153,0,0,327708,739650,411942,0,0,95,false,872
154,0,0,327708,744800,417092,0,3,106,false,872
155,0,0,327708,749750,422042,0,0,99,false,872
156,0,0,436944,754900,317956,0,13,116,false,872
157,0,0,436944,759700,322756,0,0,96,false,872
158,0,0,436944,764300,327356,0,0,92,false,872
159,0,0,436944,769200,332256,0,0,98,false,872
160,0,0,436944,774250,337306,0,0,101,false,872
161,0,0,436944,779400,342456,0,4,107,false,872
162,0,0,436944,784550,347606,0,24,127,false,872
163,0,0,436944,788800,351856,0,0,85,false,872
164,0,0,436944,793800,356856,0,0,100,false,872
165,0,0,436944,798650,361706,0,0,97,false,872
166,0,0,436944,803750,366806,0,0,102,false,872
167,0,0,436944,808900,371956,0,3,106,false,872
168,0,0,436944,814050,377106,0,3,106,false,872
169,0,0,436944,819200,382256,0,5,108,false,872
170,0,0,436944,824150,387206,0,0,99,false,872
171,0,0,436944,828900,391956,0,0,95,false,872
172,0,0,436944,833950,397006,0,0,101,false,872
173,0,0,436944,839100,402156,0,8,111,false,872
174,0,0,436944,844000,407056,0,0,98,false,872
175,0,0,436944,849150,412206,0,12,115,false,872
176,0,0,436944,854300,417356,0,3,106,false,872
177,0,0,436944,859450,422506,0,9,112,false,872
178,0,0,436944,864100,427156,0,0,93,false,872
179,0,0,436944,868850,431906,0,0,95,false,872
180,0,0,436944,874000,437056,0,0,103,false,872
181,0,0,436944,878950,442006,0,0,99,false,872
182,0,0,436944,883850,446906,0,0,98,false,872
183,0,0,436944,888550,451606,0,0,94,false,872
184,0,0,436944,893700,456756,0,3,106,false,872
185,0,0,436944,897800,460856,0,0,82,false,872
186,0,0,436944,902950,466006,0,3,106,false,872
187,0,0,436944,908100,471156,0,6,109,false,872
188,0,0,436944,913250,476306,0,5,108,false,872
189,0,0,436944,918350,481406,0,0,102,false,872
190,0,0,436944,923450,486506,0,0,102,false,872
191,0,0,436944,928550,491606,0,0,102,false,872
192,0,0,436944,933450,496506,0,0,98,false,872
193,0,0,436944,938300,501356,0,0,97,false,872
194,0,0,436944,943000,506056,0,0,94,false,872
